sentence,fuel,machine,others,part,price,service
"tulung oh dibenahi ahasipun, masa kula badhe servis motor lan gantos oli mekanikipun mboten wonten.",neutral,neutral,neutral,neutral,neutral,negative
"penilaian kula inggih menika avanza menika mobil nyaris sempurna.",neutral,neutral,positive,neutral,neutral,neutral
"kula saya saestu kagem agem honda brio dados mobil sadinten-dinten amargi ngremenaken kagem dikendarai.",neutral,neutral,positive,neutral,neutral,neutral
"samparan samparan nyaman kabin lan bagasi ugi wiyar sanget, interior lan fitur ugi keetang sae wonten kelasipun. pokokipun remen lah agem hrv.",neutral,neutral,neutral,positive,neutral,neutral
"mundhut wuling confero s keparing jasa servis 2,5 warsa mboten betah bayar.",neutral,neutral,neutral,neutral,neutral,positive
"mini taksih kawon ageng tenaganipun dipunbanding daihatsu ayla turbo.",neutral,positive,neutral,neutral,neutral,neutral
"warni avanza keluaran paling enggal menika nambah mobil dados kepriksan miyos modern.",neutral,neutral,neutral,positive,neutral,neutral
"xenia warsa 2008 dipunagem sadangu 2 sasi wongsal-wangsul jakarta-bandung, mesin mboten sapisana wonten masalah.",neutral,positive,neutral,neutral,neutral,neutral
"sedaya tipe pcx 2018 keren menapa malih ingkang pcx abs. keren sanget modelipun, sae lan canggih mesinipun lan hemat bbm ipun.",positive,positive,positive,positive,neutral,neutral
"keleresan kula ugi agem hrv, nanging pengalaman wonten bengkel resminipun, kathah ingkang kirang ngremenaken. saha biaya servisipun radi awis.",neutral,neutral,neutral,neutral,neutral,negative
"mboten nyana sekelas suv 1800 cc bahan besmi 1 banding 12 lebeting kitha, irit sanget.",positive,neutral,neutral,neutral,neutral,neutral
"city car daihatsu setunggal menika kasunyatanipun reginipun mboten patos awis.",neutral,neutral,neutral,neutral,positive,neutral
"@mitsubishi_id bengkel matraman kirang sae service mobil kula.",neutral,neutral,neutral,neutral,neutral,negative
"xpander bodi ugi kaleng. sinten matur naming rush mawon ingkang kaleng,",neutral,neutral,neutral,negative,neutral,neutral
"honda brio rs cvt mantep bro. naming regi radi awis mawon sih.",neutral,neutral,positive,neutral,negative,neutral
"avanza mantep sanget poweripun damel dipunasta dhateng margi landhep.",neutral,positive,neutral,neutral,neutral,neutral
"brio manuveripun lincah abis menawi dipunbanding sami calya.",neutral,negative,neutral,neutral,neutral,neutral
"purnajual wangsul toyota rush ugi taksih sae.",neutral,neutral,neutral,neutral,positive,neutral
"bengkel @honda padhang anugrah pamulang payah pelayananipun.",neutral,neutral,neutral,neutral,neutral,negative
"kula mundhut avanza 2011, kagem regi ergonomis sanget damel keluwargi lan kagem konsumsi bensinipun irit.",positive,neutral,neutral,neutral,positive,neutral
"suspensi radi atos|sora, saha dereng wonten telescopic wonten setir, mugi-mugi wonten ebah wonten terios dhateng ajengipun, matur nuwun.",neutral,neutral,neutral,negative,neutral,neutral
"menawi ingkang kula raosaken sih performa avanza 1.5 miyos lincah lan miyos irit.",positive,positive,neutral,neutral,neutral,neutral
"avanza sih reginipun mirah nan ramah.",neutral,neutral,neutral,neutral,positive,neutral
"honda vario kula mirah perawatan rutin lan tansah termonitor menawi wonten kekirangan setunggal lan sanesipun keparing terdeteksi kaliyan enggal lan malah kathah papan servis ingkang kesebar ndadosaken gampil lebeting pemeliharaanipun.",neutral,neutral,neutral,neutral,neutral,positive
"empun wolung sasi enggal dados dangu leres.",neutral,neutral,neutral,neutral,neutral,negative
"radi kawisen nggih kagem sekelas brio.",neutral,neutral,neutral,neutral,negative,neutral
"konsumsi bahan besmi avanza cekap irit, positive.",positive,neutral,neutral,neutral,neutral,neutral
"xenia li kula, warsa 2006 akhir empun vvti ungel mesinipun kasar menawi posisi mendel. kados diesel ngoten.",neutral,negative,neutral,neutral,neutral,neutral
"saking sadayaning merek mobil ingkang nate kula agem, terios enggal menika lumayan boros.",negative,neutral,neutral,neutral,neutral,neutral
"mini cooper, mobil stylish ingkang nyaketi sempurna.",neutral,neutral,positive,neutral,neutral,neutral
"ngagungani mesin dual vvti lan sistem penggerak roda wingking ndamel daihatsu great new xenia kagungan keunggulan lebet efisiensi lan kegampilan perawatanipun.",positive,neutral,neutral,neutral,neutral,positive
"kula sampun test drive lan ngraosaken tarikan ingkang cekap mantep wonten mobil wuling menika.",neutral,positive,neutral,neutral,neutral,neutral
"mesin wuling confero menika mboten berisik.",neutral,negative,neutral,neutral,neutral,neutral
"fortuner menawi dipunpriksa reginipun estu menjulang inggil. nanging wonten wingking regi menika, kwalitet ingkang dipunparingaken ugi sae.",neutral,neutral,positive,neutral,negative,neutral
"ampun deh kagungan xenia arta telas naming damel konsumsi bensin.",negative,neutral,neutral,neutral,neutral,neutral
"wah kadosipun si wuling formo menika kirang meyakinkan damel titihan tosan dintenan.",neutral,neutral,negative,neutral,neutral,neutral
"toyota rush kula, konsumsi bahan bakaripun cekap irit.",positive,neutral,neutral,neutral,neutral,neutral
"reginipun keetang mirah kaliyan fitur lan desain ingkang cekap keren, suzuki baleno 2017.",neutral,neutral,neutral,positive,positive,neutral
"nggih leres mas/jeng, kelemahan mobilio naming 1, wonten mesinipun menawi kecepatan wonten inggil 100 kph, estu berisik sanget sih.",neutral,negative,neutral,neutral,neutral,neutral
"hmm pelayananipun not recommended lah, taksih miyos sae bengkel non-resmi (@ astra international daihatsu (pondok cabe)).",neutral,neutral,neutral,neutral,neutral,negative
"wah, juragan xenia li 2004 kula rumiyin 5 warsa dereng gantos ban. taksih kandhel sedaya.",neutral,neutral,neutral,positive,neutral,neutral
"ebah minor nggih limrah mboten minggah regi, mboten minggah regi mawon penjualan minim menapa malih minggah regi. pabrikan jepang sami2 mawon pelitipun.",neutral,neutral,neutral,neutral,negative,neutral
"kula miyos milih honda amargi minim perawatan lan suku cadang ingkang awet lan mirah.",neutral,neutral,neutral,positive,neutral,positive
"livina wonten papan kula bensinipun asli boros sanget menawi soal ngelitik estu nggih.",negative,negative,neutral,neutral,neutral,neutral
"saya pilih xi+ karena ternyata irit nya enggak beda jauh.",positive,neutral,neutral,neutral,neutral,neutral
"wuling formo 1.2 standard ingkang ramah kagem penumpang.",neutral,neutral,positive,neutral,neutral,neutral
"xenia kaliyan cepengan pintunipun ingkang dipunposisikaken tengah midherek kula piyambak kirang remen sih.",neutral,neutral,neutral,negative,neutral,neutral
"menawi rush kathah jeroanipun dados awrat nanging stabil.",neutral,positive,neutral,negative,neutral,neutral
"veloz keluaran toyota kasunyatanipun eca dipake, nyaman, pesen saking dealer ugi mboten dangu indenipun, thanks toyota :d.",neutral,neutral,positive,neutral,neutral,positive
"@Auto2000ID nyuwun pangapunten, kenging nopo mobil kula sasampunipun dipunservis wonten dealer Toyota, dados angel distarter lan asring mati piyambak?", neutral, neutral, neutral, neutral, neutral, negative
"Mobil Xenia punika mantap lan irit. Kangge perawatanipun, mesinipun kalebet mirah.", positive, neutral, positive, neutral, neutral, positive
"Sasampunipun kula mundhut Toyota Calya, kula ngraosaken kathah kaluwihanipun.", neutral, neutral, positive, neutral, neutral, neutral
"Saking segi rega punika ketinggian, amargi rega sparepart Mitsubishi Xpander punika larang sanget.", neutral, neutral, neutral, neutral, negative, neutral
"Ingkang paling cocok kangge wanita karir punika Calya saking desainipun ingkang alit nanging taksih katingal stylish.", neutral, neutral, neutral, positive, neutral, neutral
"Bengkel Toyota ing Margonda punika nyenengaken. Kabeh petugas ramah lan mbiyantu, layanan cepet, lan pikantuk kopi gratis.", neutral, neutral, neutral, neutral, neutral, positive
"Sadèrèngipun Ramadhan 2014, kula ngantosaki aki wonten bengkel Honda Jakarta Center, Jayakarta. Durung setaun sampun soak.", neutral, neutral, neutral, neutral, neutral, negative
"Rega unit mobil GL punika ketinggian.", neutral, neutral, neutral, neutral, negative, neutral
"Ngginakaken Rush TRD punika nyaman sanget, saking kursi, sistem suspensi, lan saged mlaku kanthi kacepetan meh 140 km/jam tanpa limbung. Bensin irit lan AC adhem.", neutral, positive, neutral, positive, positive, neutral
"Ngginakaken Altis V punika boten boros sanget.", positive, neutral, neutral, neutral, neutral, neutral
"Luwih-luwih menawi lelampahan tebih, bensin irit lan performa stabil, Avanza punika mobil idaman kula lan kulawarga ageng kula.", positive, positive, neutral, neutral, neutral, neutral
"Ingkang kula boten remen, menawi lenggah ing wingking, sirah kula nyundhul atap, awit kula dhuwuré 183 cm. Menawi nyetir, rambut kula kepentok plafon, dados boten nyaman.", neutral, neutral, neutral, negative, neutral, neutral
"Kula pribadi langkung remen kaliyan desain njawi lan njero CX3.", neutral, neutral, neutral, positive, neutral, neutral
"Fortuner langkung sae tinimbang Pajero Sport.", neutral, neutral, negative, neutral, neutral, neutral
"Ngantos samenika dereng manggèn bengkel resmi Mitsubishi ingkang pelayanipun sae.", neutral, neutral, neutral, neutral, neutral, positive
"Toyota langkung unggul tinimbang Mitsubishi sacara global kalebet ing Indonesia.", neutral, neutral, negative, neutral, neutral, neutral
"Suspensi Toyota Innova punika mantap sanget, mesin boten nate rewel amargi dipunservis rutin.", neutral, positive, neutral, positive, neutral, neutral
"Kula ugi ngginakaken HRV sampun 2 taun, nanging jujur boten remen kaliyan mobil punika.", neutral, neutral, negative, neutral, neutral, neutral
"Rush punika cocok kangge saget medan.", neutral, neutral, positive, neutral, neutral, neutral
"Xenia Li sampun dipunlengkapi power window, tachometer, lan power steering.", neutral, neutral, neutral, positive, neutral, neutral
"Khusus Xenia, ana pengalaman taun 2008 dipunginakaken tim proyek, saklajengipun 2 wulan Jakarta-Bandung saben 2 dinten liwat tol, boten wonten keluhan.", neutral, neutral, positive, neutral, neutral, neutral
"Altis G MT punika kendaraan ingkang nyaman sanget.", neutral, neutral, positive, neutral, neutral, neutral
"Secara gembleng, kula remen kaliyan Terios.", neutral, neutral, positive, neutral, neutral, neutral
"Pengalaman ngginakaken HRV 1.5 E CVT punika boten nyenengaken.", neutral, neutral, negative, neutral, neutral, neutral
"Mugi Toyota saged tansah berkembang supados boten dipun tinggal para pelanggan.", neutral, neutral, negative, neutral, neutral, neutral
"Xpander punika ingkang paling sae wonten kelasipun.", neutral, neutral, positive, neutral, neutral, neutral
"Kula puas sanget kagungan Xpander.", neutral, neutral, positive, neutral, neutral, neutral
"Xi 2005 punika mobil ingkang hebat sanget, saged nganggo premium (1:11), irit sanget.", positive, neutral, positive, neutral, neutral, neutral
"Secara keseluruhan, kula remen kaliyan Xenia. Rega mirah, desain lucu, saged muat kathah barang.", neutral, neutral, positive, positive, positive, neutral
"Cobi mawon tindak Honda Autoland Kelapa Gading, bedanipun katingal sanget. Layanan, kualitas ruang anteng, lan sanès-sanèsipun punika sae sanget.", neutral, neutral, neutral, neutral, neutral, negative
"Rama kula mangertos karakter mesin, panjenenganipun ngendika bilih karakter mesin Calya punika sae.", neutral, positive, neutral, neutral, neutral, neutral
"Calya punika dipundesain saged dipunginakaken kangge sadaya kalangan yuswa.", neutral, neutral, neutral, positive, neutral, neutral
"Jazz VTEC lawas reginipun langkung mirah.", neutral, neutral, neutral, neutral, positive, neutral
"Avanza saged bermanuver kanthi lincah, mesinipun responsif.", neutral, positive, neutral, neutral, neutral, neutral
"Avanza punika lincah sanget kangge mlaku sanajan gaya desainipun tuwa.", neutral, positive,neutral, negative, neutral, neutral
"Kula pikantuk rega namung 118 yuta ing Juli 2015. Mirah sanget, Wagon punika awet lan irit.", positive, neutral, positive, neutral, positive, neutral
"Kula badhe milih All New Grand Livina, temtunipun langkung nyaman, langkung mewah, langkung keren, lan cocok kangge para nom-noman.", neutral, neutral, positive, neutral, neutral, neutral
"Elektronik Parking Brake HRV sampun sae sanget.", neutral, neutral, neutral, positive, neutral, neutral
"Mekaten raosipun nyopir Nissan GT-R R35 Godzilla, tenaga 537 HP lan torsi 612 Nm, cepet sanget.", neutral, positive, neutral, neutral, neutral, neutral
"Mobil ingkang sae, irit bahan bakar, lan reginipun mirah punika Brio.", positive, neutral, positive, neutral, positive, neutral
"Honda Brio punika mobil ingkang lumayan keren.", neutral, neutral, positive, neutral, neutral, neutral
"Masalah nopol punika suwe sanget pangurusipun, kula kuciwa kaliyan Nissan.", neutral, neutral, neutral, neutral, neutral, negative
"Motor Beat punika paling nyaman, dipun-ginakaken kanggé wanita kados kulo, menika ugi irit lan reginipun terjangkau dibandingaken motor Honda sanèsipun.", neutral, neutral, positive, neutral, positive, neutral
"HRV Prestige pungkasan taun 2017, bagasi amba, irit BBM saged 1:12, jog kulit, lampune LED nyenengake dipun-ginakaken wayah dalu.", positive, neutral, neutral, positive, neutral, neutral
"Kanthi rega namung 70 – 80 juta sampun saged angsal mobil ingkang nyaman, namung Altis ingkang saged.", neutral, neutral, positive, neutral, positive, neutral
"Kulo remen sanget kaliyan fitur Paddle Shift ing HRV E 2018, kados mobil balap nalika nyetir ing tol, swaranipun mesin ketok banget.", neutral, positive, neutral, positive, neutral, neutral
"Xenia ingkang kulo ginakaken wiwit 2005 punika biaya perawatane murah lan mesinipun andal.", neutral, positive, neutral, neutral, neutral, positive
"HRV punika nyaman utaminipun nalika nyetir wayah dalu amargi lampune padhang (double LED) lan mesthi irit.", positive, neutral, positive, positive, neutral, neutral
"Rega jual Nmax ugi saingan.", neutral, neutral, neutral, neutral, positive, neutral
"Kanthi Sigra, lelampahan dados langkung nyaman, anggaran bensin saged kangge kabutuhan sanès.", positive, neutral, positive, neutral, neutral, neutral
"Yen dipun tingali saking desain, interior lan fitur, Honda punika mumpuni.", neutral, neutral, neutral, positive, neutral, neutral
"Mriki bengkel punika mesthine kangge ndandani motor, dudu malah ndadekaken rusak. Dealer Honda Cidodol punika nguciwani, motor kulo malah rusak.", neutral, neutral, neutral, neutral, neutral, negative
"Reginipun Agya kemahalan menawi kangge kulawarga ekonomi cekak.",neutral,neutral,neutral,neutral,negative,neutral
"Menawi babagan irit lan perawatan, tetep milih Supra X Helm In.",positive,neutral,neutral,neutral,neutral,positive
"Sigra punika tansah ngancani kulo lelampahan kaliyan kulawarga. Kulo bangga kaliyan mobil punika.",neutral,neutral,positive,neutral,neutral,neutral
"Mobil kulo Daihatsu Xenia irit, cocog sanget kangge kulawarga Indonesia, kursi 7 lan mesin andal (1300 cc), sanadyan saking taun 2009.",positive,positive,neutral,positive,neutral,neutral
"Kulo puas nalika pisanan tumbas lan ngginakaken Toyota Calya menika nganti sapunika.",neutral,neutral,positive,neutral,neutral,neutral
"Pajero punika langkung keren, menawi setuju monggo like.",neutral,neutral,positive,neutral,neutral,neutral
"Pajero langkung oke … langkung jantan.",neutral,neutral,positive,neutral,neutral,neutral
"Kulo ngginakaken motor Vario punika nyaman, remipun pakem, swaranipun alus, saben wulan kulo ngginakaken lelampahan adoh nanging tetep nyaman.",neutral,positive,positive,positive,neutral,neutral
"Gumantung suwene arep ngginakaken. Yen 2–3 taun pengin ganti, mending Brio mawon, amargi regane Honda boten ngedhun sanget.",neutral,neutral,neutral,neutral,positive,neutral
"Nanging saking pengamatan kulo, menawi Xenia lan Avanza tabrakan (adu kambing), kabine isih kokoh.",neutral,neutral,neutral,positive,neutral,neutral
"Rush lan Terios tampilanipun saé, nanging kualitasipun murah. Mending tumbas Cortez, nyaman lan regane murah.",neutral,neutral,positive,positive,positive,neutral
"Kulo milih HRV amargi butuh mobil ingkang dhuwur, lega lan modhèlipun ganteng.",neutral,neutral,neutral,positive,neutral,neutral
"Honda Jazz punika full power, bodhine mantap, suspensine empuk lan nyaman.",neutral,positive,neutral,positive,neutral,neutral
"Nama Toyota lan Honda wonten Indonesia sampun legendaris… sanadyan reginipun larang, tetep dipuntumbas. Nanging sparepart kualitase murah, body tipis, dashboard gampang rusak.",neutral,neutral,neutral,negative,neutral,neutral
"Xenia perawatan berkalanipun boten larang.",neutral,neutral,neutral,neutral,neutral,positive
"Xenia Li punika boten sae, kulo nyesel tumbas.",neutral,neutral,negative,neutral,neutral,neutral
"Tenaga Mobilio luwih ageng menawi manual, akselerasi ugi langkung cepet.",neutral,positive,neutral,neutral,neutral,neutral
"Beat Street saking desain keren, narik kawigaten, performane cukup apik, mesin alus lan tenang.",neutral,positive,neutral,positive,neutral,neutral
"Brio kulo mesinipun isih sampurna, saged 28 km/liter, dipacu 120–140 kmh ugi enteng.",neutral,positive,neutral,neutral,neutral,neutral
"Suspensi Pajero empuk, dene Fortuner keras.",neutral,neutral,neutral,negative,neutral,neutral
"Miturut kulo, Xpander punika mobil ingkang nyaman lan keren.",neutral,neutral,positive,neutral,neutral,neutral
"Servis Toyota punika komplit sanget, paket lengkap.",neutral,neutral,neutral,neutral,neutral,positive
"Avanza punika ndhukung profesi kulo, amargi ruang lega.",neutral,neutral,neutral,positive,neutral,neutral
"Mobil Mitsubishi sapunika gratis biaya servis lan sparepart 5 taun.",neutral,neutral,neutral,positive,neutral,positive
"Rush 2018 G AT cocog kangge tiyang sepuh lan enom, boten wonten tandhinganipun.",neutral,neutral,positive,neutral,neutral,neutral
"Namung Honda Beat ingkang sampun kabuktèn mantap lan dahsyat.",neutral,neutral,positive,neutral,neutral,neutral
"Rega jual Nmax ugi saingan, sapunika Nmax dados motor paling nyaman kangge saben dinten utawi perjalanan adoh.",neutral,neutral,positive,neutral,positive,neutral
"Wah keren sanget Wuling Cortez punika, kulo saged kesengsem.",neutral,neutral,positive,neutral,neutral,neutral
"Pengalaman pribadi ngginakaken Mitsubishi, lampune kurang padhang amargi kaca film standar kandel banget ing ngarep.",neutral,neutral,neutral,negative,neutral,neutral
"Kulo naté gadah Grand Livina XV taun 2011, dipun-ginakaken 5 taun, KM boten nganti 50.000. Sumpah nyaman sanget.",neutral,neutral,positive,neutral,neutral,neutral
"Kulo cukup puas kaliyan Toyota Rush punika.",neutral,neutral,positive,neutral,neutral,neutral
"Kulo nembe tumbas tipe deluxe, bensin irit kok.",positive,neutral,neutral,neutral,neutral,neutral
"Bengkel resmi Yamaha regane sparepart larang sanget.",neutral,neutral,neutral,neutral,neutral,negative
"Xeli tenaga ugi boten isinaken.",neutral,positive,neutral,neutral,neutral,neutral
"Bengkel boten becik. Mobil 3 wulan boten dipun-garap. Bengkel punika nguciwani (@Honda Prima Bekasi).",neutral,neutral,neutral,neutral,neutral,negative
"Xpander pancen oke, enak menanjak meski diisi 6 tiyang.",neutral,neutral,positive,neutral,neutral,neutral
"All New Avanza rasio gigi luwih alus, kabin lega, cocok baris 1–2.",neutral,neutral,neutral,positive,neutral,neutral
"Nmax amba, nanging layanan servis Honda langkung aman.",neutral,neutral,neutral,positive,neutral,positive
"Pajero tetep nyaman amargi langkung kathah peminat tinimbang Fortuner.",neutral,neutral,negative,neutral,neutral,neutral
"4 taun ngginakaken Altis, irit BBM banget utaminipun kangge luar kitha.",positive,neutral,neutral,neutral,neutral,neutral
"Kulo sampun 4 taun ngginakaken Honda punika, mantap sanget! Pantes dipunsebat Mobil Sejuta Umat. Boten nate masalah.",neutral,neutral,positive,neutral,neutral,neutral
"Kulo nate gadah Grand Livina setahun, dipun-ginakaken dugi Bali, tenaga lemot sanget.",neutral,positive,neutral,neutral,neutral,neutral
"Nanging miturut kulo, Honda isih pelit babagan AC.",neutral,neutral,neutral,negative,neutral,neutral
"Toyota Avanza versi anyar ngasilaken pedal gas langkung entheng, kenyamanan langkung.",neutral,neutral,neutral,positive,neutral,neutral
"Bengkel Toyota pelayanane sae sanget. Sanajan ngenteni jam-jaman, tetep betah.",neutral,neutral,neutral,neutral,neutral,positive
"Tarikan Jazz langkung alus tinimbang Brio.",neutral,negative,neutral,neutral,neutral,neutral
"Toyota Fortuner punika kendaraan ingkang ngluwihi ekspektasi. Sawise sawetara wektu dipun-ginakaken, BBM irit lan saged dipunandel.",positive,neutral,positive,neutral,neutral,neutral
"Jazz enak, nanging rega lan biaya perawatan larang banget.",neutral,neutral,positive,neutral,negative,negative
"Kulo boten nyangka menawi Xpander saged sae kados menika.",neutral,neutral,positive,neutral,neutral,neutral
"Fortuner sempit bagian wingking, dene Pajero lega lan nyaman.",neutral,neutral,neutral,positive,neutral,neutral
"Mesin 3SZ-VE 1500cc punika cocog kangge Avanza, bertenaga lan irit.",neutral,positive,neutral,neutral,neutral,neutral
"Kulo tetep milih Mobilio tinimbang Avanza, amargi rasa nyetir Mobilio langkung nyaman.",neutral,neutral,positive,neutral,neutral,neutral
"Kulo ugi ngginakaken HRV, kesanipun luar biasa, nyaman kanggo perjalanan kitha utawi luar kitha, HRV punika paling sae.",neutral,neutral,positive,neutral,neutral,neutral
"Kulo remen kaliyan Avanza amargi nyaman, mesinipun awet lan terawat. Dadi lelampahan adoh tetep aman.",neutral,positive,positive,neutral,neutral,neutral
"Toyota Rush irit.",positive,neutral,neutral,neutral,neutral,neutral
"Mending Calya, reginipun stabil.",neutral,neutral,neutral,neutral,positive,neutral
"Minangka jiwa petualang, kula yakin tumbas Brio awit lincah nalika kanggo mlaku cepet.",neutral,positive,neutral,neutral,neutral,neutral
"Wuling Confero, mesin gardan sae lan mantap, mesin andal ing kelasipun.",neutral,positive,neutral,neutral,neutral,neutral
"Pelayanan bengkel Honda Pluit boten sae.",neutral,neutral,neutral,neutral,neutral,negative
"Grand Livina namung unggul wonten ing interior, mesin tetep kalah.",neutral,negative,neutral,positive,neutral,neutral
"Nanging Mazda sok-sok reginipun larang, rega purna jual boten pati.",neutral,neutral,neutral,neutral,negative,neutral
"Layanan purna jual Toyota dipun anggep paling nyenengake.",neutral,neutral,neutral,neutral,neutral,positive
"Kula sampun kagungan Selis sekawan taun. Isih awet, baterei saha kontroler boten nate masalah.",neutral,neutral,positive,positive,neutral,neutral
"Avanza boros bahan bakar sanget.",negative,neutral,neutral,neutral,neutral,neutral
"Kula mikir, mobil mirah lan perawatan gampang punika Avanza, nanging kok boten dipun-ginakaken dening perusahaan taksi? Padahal penumpang saged enem.",neutral,neutral,neutral,neutral,positive,positive
"Boten sedaya bengkel AHASS Honda layanane sae, montor kula dipun-servis ning kono malah kados boten diservis! Wis reginipun larang! Payah!",neutral,neutral,neutral,neutral,neutral,negative
"Avanza punika mobil ingkang cocog punika ingkang irit.",positive,neutral,neutral,neutral,neutral,neutral
"Alhamdulillah kula boten kliru milih kendaraan kangge usaha, tenaga Vario 125 pun cukup kenceng, kokoh kangge nggawa beban kathah lan irit BBM.",positive,positive,positive,neutral,neutral,neutral
"Fortuner punika mobil ingkang paling gagah lan elegan ing kelasipun.",neutral,neutral,positive,neutral,neutral,neutral
"Mobil LMPV paling enak mesin lan handling-e, nanging fituripun tanggung dereng wonten smartkey.",neutral,positive,neutral,negative,neutral,neutral
"Pajero ingkang unggul, amarga hemat solar lan langkung nyaman.",positive,neutral,positive,neutral,neutral,neutral
"Beat 2010 punika varian Beat paling sae ing kelasipun kanthi tampilan sporty lan aeorodinamis, dados lincah ing dalan padhet, pilihan warna lan desain cocok kangge para mudha.",neutral,positive,positive,positive,neutral,neutral
"Mobilio punika paling nyaman kangge Low MPV.",neutral,neutral,positive,neutral,neutral,neutral
"Kula langkung remen Fortuner tinimbang Pajero.",neutral,neutral,negative,neutral,neutral,neutral
"Calya sae, ayu, irit lan reginipun terjangkau.",positive,neutral,neutral,positive,positive,neutral
"Xeli lumayan irit BBM 1:9 kutha (durung nate dipun-ginakaken lunga adoh).",positive,neutral,neutral,neutral,neutral,neutral
"Kula milih Fortuner awit enteng yen liwat dalan elek.",neutral,neutral,positive,neutral,neutral,neutral
"Mobilio sae sanget secara keseluruhan, nanging pilihan warnanipun boten menarik.",neutral,neutral,positive,negative,neutral,neutral
"Jazz langkung praktis dipun-ginakaken tinimbang Brio.",neutral,neutral,negative,neutral,neutral,neutral
"Si Xexi tarikan sae. Mlaku 120 km/h wonten Cipularang ora masalah.",neutral,positive,neutral,neutral,neutral,neutral
"Jarang-jarang wonten layanan purna jual sae kados Nissan.",neutral,neutral,neutral,neutral,neutral,positive
"Mobil Wuling Confero S 1.5 L Lux+ punika dipun-rekomendasi sanget.",neutral,neutral,positive,neutral,neutral,neutral
"Mesin diesel paling misuwur nganti tekan desa punika Mitsubishi.",neutral,positive,neutral,neutral,neutral,neutral
"Kesan kula marang Avanza apik awit reginipun langkung murah tinimbang mobil sekelas (kula tumbas sekeng).",neutral,neutral,neutral,neutral,positive,neutral
"Mobilio sae sanget desain bodinipun ugi sae.",neutral,neutral,positive,positive,neutral,neutral
"Pajero Sport punika mobil impen kula, keren boten wonten saingan.",neutral,neutral,positive,neutral,neutral,neutral
"Fortuner tampilanipun sae, nanging tenaga letoy.",neutral,negative,neutral,positive,neutral,neutral
"Honda Beat luar biasa, mesin bandel, boten nate mogok.",neutral,positive,positive,neutral,neutral,neutral
"Pilihanku boten kliru, Terios punika mobil ingkang dipun-rekomendasi.",neutral,neutral,positive,neutral,neutral,neutral
"Daihatsu Ayla punika langkung mirah lan irit.",positive,neutral,neutral,neutral,positive,neutral
"Kula sampun 3 taun migunakaken Honda Vario, nyaman lan irit.",positive,neutral,positive,neutral,neutral,neutral
"Secara keseluruhan, Vario langkung sae tinimbang Mio.",neutral,neutral,negative,neutral,neutral,neutral
"GPS bawaan Xenia boten ngecewaken, anak-anak remen, GPS saged ngitung ulang rute sanajan kula bohongi.",neutral,neutral,neutral,positive,neutral,neutral
"Mobil Honda sedaya kagungan papan panyimpenan kathah.",neutral,neutral,neutral,positive,neutral,neutral
"Sampun sapunika tingkat kenyamanan Calya boten wonten ingkang ngimbangi.",neutral,neutral,positive,neutral,neutral,neutral
"Kanggo sing saben dinten migunakaken kendaraan, Honda Scoopy cocok sanget: bodinipun elegan, irit bahan bakar lan nyaman.",positive,neutral,positive,positive,neutral,neutral
"Calya punika mobil boten sae, lemot, kangge apa dipun tumbas?",neutral,neutral,negative,neutral,neutral,neutral
"Nalika ndeleng Suzuki Baleno 2017 wonten GIIAS, lumayan kangge rega segitu.",neutral,neutral,neutral,neutral,positive,neutral
"Kula ndeleng bodi Mobilio tipis lan gampang penyok, akeh ing dalan mobil bodinipun penyok.",neutral,neutral,neutral,negative,neutral,neutral
"Jazz langkung bandel tinimbang Brio.",neutral,negative,neutral,neutral,neutral,neutral
"Payah bengkel Mitsubishi PT Wicaksana Berlian Motor, dijanji servis nanging bengkel malah libur.",neutral,neutral,neutral,neutral,neutral,negative
"Kanggo manuver tajem, Honda Brio tetep oke.",neutral,positive,neutral,neutral,neutral,neutral
"Li biru DLX+ taun 2004 AXIC-1308. Mobil mantap, keliling Jawa tanpa masalah, tanjakan pun asoy.",neutral,neutral,positive,neutral,neutral,neutral
"Xpander kagungan kesan gahar saking tampilan njawi.",neutral,neutral,neutral,positive,neutral,neutral
"Brio punika cocok sanget kangge mahasiswa, desain bodinipun alit, boten lebay.",neutral,neutral,positive,positive,neutral,neutral
"Nem beulan sampun inden Fortuner, mantap.",neutral,neutral,neutral,neutral,neutral,positive
"Naik Pajero goyangan parah, luwih becik naik Innova.",neutral,neutral,positive,neutral,neutral,neutral
"Pengalaman nyetir Avanza nyenengake, suwara mesin alus.",neutral,positive,neutral,neutral,neutral,neutral
"Agya rada mengecewakan, boten sae.",neutral,neutral,negative,neutral,neutral,neutral
"Saliyane rega terjangkau, Vario matic irit lan nyaman dipun-ginakaken saben dinten.",positive,neutral,positive,neutral,positive,neutral
"Kanggo rega ekonomis, gaya bodi Calya kalebu elegan.",neutral,neutral,neutral,positive,positive,neutral
